GEOID,NAME,variable,estimate,moe
0181720,"Wetumpka city, Alabama",B01003_001,7129,21
0129032,"Garden City town, Alabama",B01003_001,598,185
0179272,"Vredenburgh town, Alabama",B01003_001,140,93
0183664,"Woodville town, Alabama",B01003_001,1053,341
0125240,"Fairhope city, Alabama",B01003_001,22605,34
0145784,"Madison city, Alabama",B01003_001,56967,59
0109808,"Brookwood town, Alabama",B01003_001,2420,489
0130880,"Goshen town, Alabama",B01003_001,447,215
0133904,"Heath town, Alabama",B01003_001,264,136
0164656,"Ridgeville town, Alabama",B01003_001,155,98
0171040,"Slocomb city, Alabama",B01003_001,1860,387
0151264,"Mooresville town, Alabama",B01003_001,93,62
0159640,"Piedmont city, Alabama",B01003_001,4761,19
0148808,"Millport town, Alabama",B01003_001,1288,466
0101756,"Anderson town, Alabama",B01003_001,241,91
0176632,"Toxey town, Alabama",B01003_001,165,93
0137096,"Hurtsboro town, Alabama",B01003_001,506,220
0105980,"Bessemer city, Alabama",B01003_001,25890,43
0102428,"Ariton town, Alabama",B01003_001,795,226
0103676,"Baileyton town, Alabama",B01003_001,982,332
0148064,"Mentone town, Alabama",B01003_001,342,106
0157240,"Orrville town, Alabama",B01003_001,151,65
0153784,"Newbern town, Alabama",B01003_001,310,155
0129560,"Georgiana town, Alabama",B01003_001,1423,376
0129608,"Geraldine town, Alabama",B01003_001,1122,316
0109016,"Brantley town, Alabama",B01003_001,927,231
0106460,"Billingsley town, Alabama",B01003_001,64,28
0114104,"Chelsea city, Alabama",B01003_001,15201,30
0126992,"Foley city, Alabama",B01003_001,21113,27
0112040,"Cardiff town, Alabama",B01003_001,26,19
0128696,"Gadsden city, Alabama",B01003_001,33881,32
0128768,"Gainesville town, Alabama",B01003_001,276,165
0112160,"Carolina town, Alabama",B01003_001,279,101
0137864,"Irondale city, Alabama",B01003_001,13455,42
0156400,"Odenville city, Alabama",B01003_001,4873,26
0164776,"River Falls town, Alabama",B01003_001,500,225
0105140,"Belgreen CDP, Alabama",B01003_001,30,34
0145208,"McDonald Chapel CDP, Alabama",B01003_001,686,517
0169978,"Shoal Creek CDP, Alabama",B01003_001,1171,254
0134490,"Highland Lakes CDP, Alabama",B01003_001,5628,890
0139064,"Joppa CDP, Alabama",B01003_001,378,258
0176920,"Troy city, Alabama",B01003_001,17757,44
0161536,"Pollard town, Alabama",B01003_001,110,59
0179488,"Waldo town, Alabama",B01003_001,294,115
0111680,"Camp Hill town, Alabama",B01003_001,1321,408
0119816,"Daviston town, Alabama",B01003_001,245,126
0134816,"Hillsboro town, Alabama",B01003_001,559,154
0102956,"Athens city, Alabama",B01003_001,26179,39
0123488,"Elkmont town, Alabama",B01003_001,321,122
0158896,"Pell City city, Alabama",B01003_001,13148,23
0108104,"Boligee town, Alabama",B01003_001,271,163
0102836,"Ashford town, Alabama",B01003_001,2476,238
0135632,"Hollywood town, Alabama",B01003_001,967,235
0180928,"West Blocton town, Alabama",B01003_001,1561,416
0132416,"Guntersville city, Alabama",B01003_001,8644,41
0134024,"Helena city, Alabama",B01003_001,21036,41
0135896,"Hoover city, Alabama",B01003_001,91995,97
0141968,"Leeds city, Alabama",B01003_001,12292,507
0155152,"North Johns town, Alabama",B01003_001,144,84
0178552,"Vestavia Hills city, Alabama",B01003_001,38600,120
0153400,"Nauvoo town, Alabama",B01003_001,168,108
0175936,"Thomaston town, Alabama",B01003_001,377,116
0100676,"Akron town, Alabama",B01003_001,310,174
0104948,"Beaverton town, Alabama",B01003_001,187,80
0120392,"Detroit town, Alabama",B01003_001,300,138
0104900,"Beatrice town, Alabama",B01003_001,175,90
0112304,"Carrollton town, Alabama",B01003_001,1043,238
0145640,"McMullen town, Alabama",B01003_001,17,21
0129392,"Geiger town, Alabama",B01003_001,286,131
0170704,"Sipsey town, Alabama",B01003_001,216,124
0145472,"McIntosh town, Alabama",B01003_001,315,163
0148832,"Millry town, Alabama",B01003_001,563,186
0133712,"Hayneville town, Alabama",B01003_001,900,328
0116240,"Coffee Springs town, Alabama",B01003_001,196,106
0133424,"Hartford city, Alabama",B01003_001,2660,18
0178204,"Valley city, Alabama",B01003_001,10442,24
0143744,"Loachapoka town, Alabama",B01003_001,227,89
0100820,"Alabaster city, Alabama",B01003_001,33417,123
0116768,"Columbiana city, Alabama",B01003_001,4552,38
0144344,"Louisville town, Alabama",B01003_001,612,198
0168160,"Saraland city, Alabama",B01003_001,16109,25
0148712,"Millbrook city, Alabama",B01003_001,16631,254
0130640,"Goodwater town, Alabama",B01003_001,1117,274
0119216,"Cusseta town, Alabama",B01003_001,140,91
0133448,"Hartselle city, Alabama",B01003_001,15414,41
0155992,"Oakman town, Alabama",B01003_001,898,278
0153256,"Napier Field town, Alabama",B01003_001,430,117
0151000,"Montgomery city, Alabama",B01003_001,199819,82
0123032,"Edgewater CDP, Alabama",B01003_001,793,446
0129704,"Gilbertown town, Alabama",B01003_001,809,256
0179344,"Wadley town, Alabama",B01003_001,950,160
0118976,"Cullman city, Alabama",B01003_001,18434,30
0157048,"Opelika city, Alabama",B01003_001,31361,29
0170536,"Silverhill town, Alabama",B01003_001,711,228
0160372,"Pine Ridge town, Alabama",B01003_001,635,331
0153472,"Needham town, Alabama",B01003_001,89,65
0119912,"Dayton town, Alabama",B01003_001,67,94
0130760,"Gordon town, Alabama",B01003_001,356,133
0100100,"Abanda CDP, Alabama",B01003_001,335,239
0172408,"Spring Garden CDP, Alabama",B01003_001,140,129
0169672,"Shelby CDP, Alabama",B01003_001,799,293
0172672,"Spruce Pine CDP, Alabama",B01003_001,109,72
0128408,"Fruitdale CDP, Alabama",B01003_001,121,105
0178120,"Uriah CDP, Alabama",B01003_001,397,268
0125216,"Fairford CDP, Alabama",B01003_001,187,172
0124280,"Equality CDP, Alabama",B01003_001,107,78
0153208,"Nanafalia CDP, Alabama",B01003_001,23,17
0124616,"Eunola CDP, Alabama",B01003_001,129,101
0121952,"Dutton town, Alabama",B01003_001,451,163
0132704,"Haleyville city, Alabama",B01003_001,4339,70
0148052,"Memphis town, Alabama",B01003_001,23,19
0157696,"Paint Rock town, Alabama",B01003_001,208,78
0131384,"Graysville city, Alabama",B01003_001,2700,588
0136448,"Hueytown city, Alabama",B01003_001,16655,33
0120104,"Decatur city, Alabama",B01003_001,57525,89
0153376,"Natural Bridge town, Alabama",B01003_001,21,15
0125816,"Faunsdale town, Alabama",B01003_001,136,123
0124472,"Ethelsville town, Alabama",B01003_001,85,56
0155848,"Oak Hill town, Alabama",B01003_001,19,17
0123872,"Emelle town, Alabama",B01003_001,74,87
0114008,"Chatom town, Alabama",B01003_001,702,203
0181504,"Westover town, Alabama",B01003_001,2404,497
0136088,"Horn Hill town, Alabama",B01003_001,251,100
0128312,"Frisco City town, Alabama",B01003_001,1656,500
0157024,"Onycha town, Alabama",B01003_001,197,99
0155440,"Notasulga town, Alabama",B01003_001,966,358
0128432,"Fruithurst town, Alabama",B01003_001,426,338
0171976,"Spanish Fort city, Alabama",B01003_001,10083,27
0126200,"Five Points town, Alabama",B01003_001,155,121
0153856,"New Brockton town, Alabama",B01003_001,1282,213
0108248,"Bon Air town, Alabama",B01003_001,58,45
0154432,"New Site town, Alabama",B01003_001,746,199
0168016,"Sanford town, Alabama",B01003_001,273,122
0133808,"Hazel Green CDP, Alabama",B01003_001,3971,632
0123176,"Edwardsville town, Alabama",B01003_001,225,118
0140672,"La Fayette city, Alabama",B01003_001,2700,32
0148400,"Midland City town, Alabama",B01003_001,1823,371
0159232,"Peterman CDP, Alabama",B01003_001,31,36
0159328,"Petrey town, Alabama",B01003_001,47,31
0183400,"Woodland town, Alabama",B01003_001,568,419
0148424,"Midway town, Alabama",B01003_001,507,223
0169240,"Semmes city, Alabama",B01003_001,5123,23
0143336,"Lipscomb city, Alabama",B01003_001,2390,673
0112496,"Castleberry town, Alabama",B01003_001,350,195
0132848,"Hamilton city, Alabama",B01003_001,6880,20
0149072,"Minor CDP, Alabama",B01003_001,965,320
0126896,"Florence city, Alabama",B01003_001,40781,50
0163288,"Rainbow City city, Alabama",B01003_001,10184,49
0133064,"Hanover CDP, Alabama",B01003_001,195,145
0177616,"Union town, Alabama",B01003_001,267,231
0101132,"Alexander City city, Alabama",B01003_001,14788,29
0182992,"Winfield city, Alabama",B01003_001,4832,212
0132656,"Haleburg town, Alabama",B01003_001,157,63
0130736,"Gordo town, Alabama",B01003_001,1874,353
0121184,"Dothan city, Alabama",B01003_001,70699,419
0165412,"Rock Creek CDP, Alabama",B01003_001,1446,341
0105212,"Belle Fontaine CDP, Alabama",B01003_001,699,291
0114152,"Cherokee town, Alabama",B01003_001,890,234
0150000,"Mobile city, Alabama",B01003_001,186316,59
0157648,"Ozark city, Alabama",B01003_001,14373,28
0169000,"Section town, Alabama",B01003_001,828,247
0176200,"Tibbie CDP, Alabama",B01003_001,70,106
0174616,"Talladega Springs town, Alabama",B01003_001,184,134
0144536,"Lowndesboro town, Alabama",B01003_001,92,61
0118856,"Crossville town, Alabama",B01003_001,2043,277
0121448,"Dozier town, Alabama",B01003_001,502,300
0132272,"Gulf Shores city, Alabama",B01003_001,15178,30
0180256,"Waverly town, Alabama",B01003_001,248,103
0145904,"Madrid town, Alabama",B01003_001,259,70
0176944,"Trussville city, Alabama",B01003_001,25621,410
0142016,"Leesburg town, Alabama",B01003_001,756,204
0169120,"Selma city, Alabama",B01003_001,17875,31
0118040,"Courtland town, Alabama",B01003_001,769,279
0109208,"Brewton city, Alabama",B01003_001,5257,34
0128936,"Gantt town, Alabama",B01003_001,222,102
0116264,"Coffeeville town, Alabama",B01003_001,216,95
0107120,"Black town, Alabama",B01003_001,423,300
0127616,"Fort Payne city, Alabama",B01003_001,14815,33
0113648,"Centre city, Alabama",B01003_001,3609,21
0166408,"Rosa town, Alabama",B01003_001,763,431
0171496,"Somerville town, Alabama",B01003_001,671,167
0131720,"Greensboro city, Alabama",B01003_001,2417,612
0180352,"Weaver city, Alabama",B01003_001,3312,17
0171900,"South Vinemont town, Alabama",B01003_001,865,321
0132536,"Gu-Win town, Alabama",B01003_001,134,70
0128504,"Fulton town, Alabama",B01003_001,437,218
0138248,"Jacksons' Gap town, Alabama",B01003_001,537,153
0159496,"Phil Campbell town, Alabama",B01003_001,717,257
0130160,"Glenwood town, Alabama",B01003_001,197,80
0147848,"Megargel CDP, Alabama",B01003_001,6,12
0163576,"Red Bay city, Alabama",B01003_001,3210,35
0133640,"Hayden town, Alabama",B01003_001,1579,364
0177304,"Tuskegee city, Alabama",B01003_001,9173,21
0168736,"Scottsboro city, Alabama",B01003_001,15543,29
0109424,"Brilliant town, Alabama",B01003_001,1145,331
0103724,"Bakerhill town, Alabama",B01003_001,245,131
0105812,"Berlin town, Alabama",B01003_001,532,214
0120008,"Deatsville town, Alabama",B01003_001,2514,561
0177352,"Twin town, Alabama",B01003_001,314,92
0115640,"Clio city, Alabama",B01003_001,1415,489
0129296,"Gaylesville town, Alabama",B01003_001,164,106
0116312,"Coker town, Alabama",B01003_001,1006,322
0164368,"Repton town, Alabama",B01003_001,289,150
0162328,"Prattville city, Alabama",B01003_001,38124,686
0173872,"Summerdale town, Alabama",B01003_001,1497,385
0144608,"Loxley town, Alabama",B01003_001,3757,46
0143816,"Lockhart town, Alabama",B01003_001,313,118
0143888,"Locust Fork town, Alabama",B01003_001,1316,313
0179944,"Warrior city, Alabama",B01003_001,3206,24
0155752,"Oak Grove town, Alabama",B01003_001,930,330
0117176,"Coosada town, Alabama",B01003_001,1088,223
0103556,"Babbie town, Alabama",B01003_001,575,160
0103364,"Avon town, Alabama",B01003_001,450,93
0163984,"Reece City town, Alabama",B01003_001,711,216
0109400,"Brighton city, Alabama",B01003_001,2983,623
0137312,"Ider town, Alabama",B01003_001,626,152
0155044,"North Courtland town, Alabama",B01003_001,494,193
0102260,"Ardmore town, Alabama",B01003_001,1304,291
0141368,"Langston town, Alabama",B01003_001,240,81
0131912,"Greenville city, Alabama",B01003_001,7326,24
0128672,"Fyffe town, Alabama",B01003_001,1232,404
0152848,"Munford town, Alabama",B01003_001,1743,489
0132080,"Grove Hill town, Alabama",B01003_001,1995,430
0124808,"Evergreen city, Alabama",B01003_001,3497,18
0170128,"Shorter town, Alabama",B01003_001,344,115
0177256,"Tuscaloosa city, Alabama",B01003_001,105797,54
0118304,"Creola city, Alabama",B01003_001,2428,519
0135152,"Hobson City town, Alabama",B01003_001,978,373
0173848,"Sumiton city, Alabama",B01003_001,2516,508
0154480,"Newton town, Alabama",B01003_001,1528,283
0165016,"Riverview town, Alabama",B01003_001,197,99
0126848,"Florala town, Alabama",B01003_001,1745,388
0121136,"Dora city, Alabama",B01003_001,2718,550
0177280,"Tuscumbia city, Alabama",B01003_001,9029,16
0107912,"Boaz city, Alabama",B01003_001,10248,607
0120955,"Dodge City town, Alabama",B01003_001,527,168
0152608,"Mount Vernon town, Alabama",B01003_001,1463,361
0146264,"Malvern town, Alabama",B01003_001,1926,398
0172600,"Springville city, Alabama",B01003_001,4824,28
0160648,"Pinson city, Alabama",B01003_001,7209,36
0133256,"Harpersville town, Alabama",B01003_001,1654,343
0167056,"Russellville city, Alabama",B01003_001,10767,26
0130808,"Gordonville town, Alabama",B01003_001,287,132
0157144,"Orange Beach city, Alabama",B01003_001,8048,19
0130496,"Good Hope city, Alabama",B01003_001,2502,19
0176824,"Triana town, Alabama",B01003_001,3114,22
0111032,"Butler town, Alabama",B01003_001,2428,406
0142160,"Leighton town, Alabama",B01003_001,734,248
0167608,"Saks CDP, Alabama",B01003_001,10523,1061
0157912,"Panola CDP, Alabama",B01003_001,86,126
0131348,"Grayson Valley CDP, Alabama",B01003_001,5696,1313
0179032,"Vinegar Bend CDP, Alabama",B01003_001,241,137
0139784,"Killen town, Alabama",B01003_001,1344,325
0140888,"Lakeview town, Alabama",B01003_001,91,52
0175960,"Thomasville city, Alabama",B01003_001,3656,19
0112016,"Carbon Hill city, Alabama",B01003_001,1472,303
0116684,"Colony town, Alabama",B01003_001,257,103
0134096,"Henagar city, Alabama",B01003_001,2559,517
0101396,"Allgood town, Alabama",B01003_001,953,339
0125384,"Fairview town, Alabama",B01003_001,681,260
0162075,"Powell town, Alabama",B01003_001,989,225
0174160,"Susan Moore town, Alabama",B01003_001,1311,440
0139520,"Kennedy town, Alabama",B01003_001,427,134
0142808,"Libertyville town, Alabama",B01003_001,111,60
0103004,"Atmore city, Alabama",B01003_001,8465,21
0111512,"Camden city, Alabama",B01003_001,2149,433
0180736,"Weogufka CDP, Alabama",B01003_001,397,179
0154696,"Nixburg CDP, Alabama",B01003_001,410,265
0178312,"Vandiver CDP, Alabama",B01003_001,1166,341
0173056,"Sterrett CDP, Alabama",B01003_001,733,253
0157384,"Our Town CDP, Alabama",B01003_001,738,291
0177580,"Underwood-Petersville CDP, Alabama",B01003_001,3077,597
0148616,"Mignon CDP, Alabama",B01003_001,681,290
0151216,"Moores Mill CDP, Alabama",B01003_001,6007,596
0181084,"West End-Cobb Town CDP, Alabama",B01003_001,3322,539
0111488,"Calvert CDP, Alabama",B01003_001,70,108
0133472,"Harvest CDP, Alabama",B01003_001,6328,892
0125864,"Fayetteville CDP, Alabama",B01003_001,1222,380
0171201,"Smoke Rise CDP, Alabama",B01003_001,1504,568
0173152,"Stewartville CDP, Alabama",B01003_001,1669,383
0116936,"Concord CDP, Alabama",B01003_001,1698,428
0120152,"Deer Park CDP, Alabama",B01003_001,83,77
0146192,"Malcolm CDP, Alabama",B01003_001,44,62
0131000,"Graham CDP, Alabama",B01003_001,66,71
0172720,"Standing Rock CDP, Alabama",B01003_001,62,78
0112544,"Catherine CDP, Alabama",B01003_001,0,13
0103940,"Banks town, Alabama",B01003_001,302,158
0125840,"Fayette city, Alabama",B01003_001,4266,17
0129944,"Glen Allen town, Alabama",B01003_001,396,194
0115256,"Clay city, Alabama",B01003_001,10315,45
0143120,"Lincoln city, Alabama",B01003_001,6968,28
0174352,"Sylacauga city, Alabama",B01003_001,12465,35
0165040,"Roanoke city, Alabama",B01003_001,5346,20
0111416,"Calera city, Alabama",B01003_001,16644,38
0163336,"Rainsville city, Alabama",B01003_001,5545,27
0135392,"Hokes Bluff city, Alabama",B01003_001,4449,17
0142640,"Lexington town, Alabama",B01003_001,806,238
0151600,"Moulton city, Alabama",B01003_001,3392,18
0176584,"Town Creek town, Alabama",B01003_001,1040,254
0177904,"Uniontown town, Alabama",B01003_001,1754,456
0163216,"Ragland town, Alabama",B01003_001,1552,393
0124664,"Eutaw town, Alabama",B01003_001,2890,10
0116744,"Columbia town, Alabama",B01003_001,805,370
0164152,"Rehobeth town, Alabama",B01003_001,1896,340
0180376,"Webb town, Alabama",B01003_001,1395,317
0137264,"Hytop town, Alabama",B01003_001,544,133
0160720,"Pisgah town, Alabama",B01003_001,1053,400
0170896,"Skyline town, Alabama",B01003_001,1114,366
0132440,"Gurley town, Alabama",B01003_001,580,146
0154168,"New Hope city, Alabama",B01003_001,2875,19
0100484,"Addison town, Alabama",B01003_001,665,169
0124880,"Excel town, Alabama",B01003_001,473,178
0101228,"Aliceville city, Alabama",B01003_001,2325,438
0159592,"Pickensville town, Alabama",B01003_001,706,203
0124688,"Eva town, Alabama",B01003_001,733,259
0183640,"Woodstock town, Alabama",B01003_001,1391,338
0121280,"Double Springs town, Alabama",B01003_001,1361,353
0144800,"Lynn town, Alabama",B01003_001,908,286
0164104,"Reform town, Alabama",B01003_001,1913,371
0118952,"Cuba town, Alabama",B01003_001,327,119
0124256,"Epes town, Alabama",B01003_001,579,298
0184096,"York city, Alabama",B01003_001,2423,414
0125648,"Falkville town, Alabama",B01003_001,1422,292
0120296,"Demopolis city, Alabama",B01003_001,7080,37
0143240,"Linden city, Alabama",B01003_001,2070,391
0100988,"Albertville city, Alabama",B01003_001,22433,36
0102116,"Arab city, Alabama",B01003_001,8552,151
0151696,"Mountain Brook city, Alabama",B01003_001,22259,33
0174424,"Sylvan Springs town, Alabama",B01003_001,1521,326
0176680,"Trafford town, Alabama",B01003_001,511,137
0158680,"Pea Ridge CDP, Alabama",B01003_001,807,308
0113672,"Centreville city, Alabama",B01003_001,2782,17
0107000,"Birmingham city, Alabama",B01003_001,200431,577
0117968,"County Line town, Alabama",B01003_001,278,136
0125120,"Fairfield city, Alabama",B01003_001,9975,23
0128552,"Fultondale city, Alabama",B01003_001,9756,53
0139856,"Kimberly city, Alabama",B01003_001,4045,24
0168280,"Sardis City town, Alabama",B01003_001,1941,368
0141296,"Lanett city, Alabama",B01003_001,6880,27
0123296,"Elba city, Alabama",B01003_001,3463,23
0163408,"Ranburne town, Alabama",B01003_001,547,197
0127520,"Fort Deposit town, Alabama",B01003_001,1734,439
0151520,"Mosses town, Alabama",B01003_001,789,207
0181912,"White Hall town, Alabama",B01003_001,752,232
0133856,"Headland city, Alabama",B01003_001,5027,20
0167800,"Samson city, Alabama",B01003_001,1513,255
0128024,"Franklin town, Alabama",B01003_001,773,245
0133976,"Heflin city, Alabama",B01003_001,3440,15
0139280,"Kansas town, Alabama",B01003_001,109,44
0159088,"Perdido Beach town, Alabama",B01003_001,464,154
0132056,"Grimes town, Alabama",B01003_001,529,180
0159832,"Pinckard town, Alabama",B01003_001,724,152
0103220,"Autaugaville town, Alabama",B01003_001,1047,331
0115064,"Citronelle city, Alabama",B01003_001,3930,16
0168352,"Satsuma city, Alabama",B01003_001,6740,21
0103076,"Auburn city, Alabama",B01003_001,76660,44
0107672,"Blue Springs town, Alabama",B01003_001,106,53
0124568,"Eufaula city, Alabama",B01003_001,12746,28
0104852,"Bear Creek town, Alabama",B01003_001,1549,515
0104684,"Bayou La Batre city, Alabama",B01003_001,2215,527
0132224,"Guin city, Alabama",B01003_001,2636,334
0132560,"Hackleburg town, Alabama",B01003_001,1463,344
0150312,"Montevallo city, Alabama",B01003_001,7288,24
0158848,"Pelham city, Alabama",B01003_001,24221,49
0110240,"Brundidge city, Alabama",B01003_001,2309,401
0138272,"Jacksonville city, Alabama",B01003_001,14227,22
0100124,"Abbeville city, Alabama",B01003_001,2309,306
0153112,"Myrtlewood town, Alabama",B01003_001,107,70
0117824,"Cottonwood town, Alabama",B01003_001,1244,174
0167920,"Sand Rock town, Alabama",B01003_001,720,249
0162496,"Prichard city, Alabama",B01003_001,19353,37
0135800,"Homewood city, Alabama",B01003_001,27557,42
0178232,"Valley Grande city, Alabama",B01003_001,4147,23
0174400,"Sylvania town, Alabama",B01003_001,1971,355
0162472,"Priceville town, Alabama",B01003_001,3561,24
0129056,"Gardendale city, Alabama",B01003_001,16051,31
0157576,"Oxford city, Alabama",B01003_001,22019,47
0138608,"Jemison city, Alabama",B01003_001,2671,33
0101660,"Altoona town, Alabama",B01003_001,1358,440
0145496,"McKenzie town, Alabama",B01003_001,711,253
0178480,"Vernon city, Alabama",B01003_001,1801,424
0171280,"Snead town, Alabama",B01003_001,1227,385
0151096,"Moody city, Alabama",B01003_001,13235,33
0109136,"Brent city, Alabama",B01003_001,2994,13
0158272,"Parrish town, Alabama",B01003_001,1433,310
0134480,"Highland Lake town, Alabama",B01003_001,444,140
0157120,"Opp city, Alabama",B01003_001,6741,39
0165472,"Rockford town, Alabama",B01003_001,845,228
0122816,"Eclectic town, Alabama",B01003_001,1108,357
0146504,"Maplesville town, Alabama",B01003_001,812,323
0176080,"Thorsby town, Alabama",B01003_001,2552,616
0102860,"Ashland town, Alabama",B01003_001,1674,370
0157000,"Oneonta city, Alabama",B01003_001,6925,24
0167536,"St. Florian town, Alabama",B01003_001,636,191
0123320,"Elberta town, Alabama",B01003_001,2140,488
0115472,"Cleveland town, Alabama",B01003_001,1252,269
0166216,"Rogersville town, Alabama",B01003_001,1350,315
0153016,"Muscle Shoals city, Alabama",B01003_001,16334,21
0116600,"Collinsville town, Alabama",B01003_001,2036,518
0165208,"Robertsdale city, Alabama",B01003_001,6793,28
0154600,"Newville town, Alabama",B01003_001,503,151
0146072,"Magnolia Springs town, Alabama",B01003_001,1325,492
0112760,"Cedar Bluff town, Alabama",B01003_001,1672,294
0101852,"Anniston city, Alabama",B01003_001,21502,34
0107456,"Blountsville town, Alabama",B01003_001,1837,448
0151648,"Moundville town, Alabama",B01003_001,3173,557
0179728,"Walnut Grove town, Alabama",B01003_001,873,275
0180496,"Wedowee town, Alabama",B01003_001,906,217
0119648,"Daphne city, Alabama",B01003_001,27861,28
0142928,"Lillian CDP, Alabama",B01003_001,1946,745
0172816,"Stapleton CDP, Alabama",B01003_001,2392,1630
0173272,"Stockton CDP, Alabama",B01003_001,420,342
0175768,"Theodore CDP, Alabama",B01003_001,5123,706
0176320,"Tillmans Corner CDP, Alabama",B01003_001,18018,1401
0148112,"Meridianville CDP, Alabama",B01003_001,9528,1051
0131024,"Grand Bay CDP, Alabama",B01003_001,3607,553
0127640,"Fort Rucker CDP, Alabama",B01003_001,5422,394
0133544,"Hatton CDP, Alabama",B01003_001,336,307
0105188,"Bellamy CDP, Alabama",B01003_001,113,101
0162952,"Putnam CDP, Alabama",B01003_001,61,47
0119024,"Cullomburg CDP, Alabama",B01003_001,238,186
0142304,"Leroy CDP, Alabama",B01003_001,1061,326
0108680,"Boykin CDP, Alabama",B01003_001,305,180
0103508,"Axis CDP, Alabama",B01003_001,269,162
0110456,"Bucks CDP, Alabama",B01003_001,20,30
0112112,"Carlton CDP, Alabama",B01003_001,57,61
0167584,"St. Stephens CDP, Alabama",B01003_001,471,275
0165784,"Rockville CDP, Alabama",B01003_001,0,13
0170632,"Sims Chapel CDP, Alabama",B01003_001,0,13
0122504,"East Point CDP, Alabama",B01003_001,339,313
0147740,"Meadowbrook CDP, Alabama",B01003_001,9338,943
0165592,"Rock Mills CDP, Alabama",B01003_001,430,269
0103820,"Ballplay CDP, Alabama",B01003_001,1181,338
0109457,"Bristow Cove CDP, Alabama",B01003_001,219,153
0109880,"Broomtown CDP, Alabama",B01003_001,211,113
0123224,"Egypt CDP, Alabama",B01003_001,1282,477
0128120,"Fredonia CDP, Alabama",B01003_001,232,173
0128816,"Gallant CDP, Alabama",B01003_001,1111,354
0182176,"Whitesboro CDP, Alabama",B01003_001,2134,432
0159016,"Penton CDP, Alabama",B01003_001,65,63
0135512,"Hollins CDP, Alabama",B01003_001,421,164
0160264,"Pine Level CDP, Alabama",B01003_001,3881,627
0114728,"Choccolocco CDP, Alabama",B01003_001,2776,628
0135536,"Hollis Crossroads CDP, Alabama",B01003_001,607,229
0109064,"Brantleyville CDP, Alabama",B01003_001,716,227
0123880,"Emerald Mountain CDP, Alabama",B01003_001,3569,1029
0163730,"Redland CDP, Alabama",B01003_001,4960,920
0135752,"Holtville CDP, Alabama",B01003_001,4986,927
0161488,"Point Clear CDP, Alabama",B01003_001,1755,625
0148784,"Millerville CDP, Alabama",B01003_001,473,335
0127088,"Forestdale CDP, Alabama",B01003_001,9138,997
0135704,"Holt CDP, Alabama",B01003_001,3665,970
0132248,"Gulfcrest CDP, Alabama",B01003_001,58,55
0107588,"Blue Ridge CDP, Alabama",B01003_001,1282,290
0135130,"Hobson CDP, Alabama",B01003_001,132,121
0122088,"Eagle Point CDP, Alabama",B01003_001,2746,338
0139472,"Kellyton town, Alabama",B01003_001,179,129
0117704,"Cottondale CDP, Alabama",B01003_001,3211,858
0136592,"Huguley CDP, Alabama",B01003_001,3020,482
0116080,"Coats Bend CDP, Alabama",B01003_001,1353,352
0101180,"Alexandria CDP, Alabama",B01003_001,3748,694
0120272,"Delta CDP, Alabama",B01003_001,130,130
0145040,"McCalla CDP, Alabama",B01003_001,14509,1433
0126152,"Fitzpatrick CDP, Alabama",B01003_001,0,13
0164248,"Remlap CDP, Alabama",B01003_001,2555,517
0169180,"Selmont-West Selmont CDP, Alabama",B01003_001,1894,604
0154582,"New Union CDP, Alabama",B01003_001,811,330
0164920,"Riverside city, Alabama",B01003_001,2409,459
0121328,"Douglas town, Alabama",B01003_001,1001,240
0100460,"Adamsville city, Alabama",B01003_001,4325,37
0109736,"Brookside town, Alabama",B01003_001,1157,327
0147728,"Maytown town, Alabama",B01003_001,287,97
0152776,"Mulga town, Alabama",B01003_001,720,133
0174976,"Tarrant city, Alabama",B01003_001,6077,20
0123656,"Elmore town, Alabama",B01003_001,1573,508
0181336,"West Jefferson town, Alabama",B01003_001,507,221
0178984,"Vina town, Alabama",B01003_001,389,127
0142472,"Level Plains town, Alabama",B01003_001,1889,442
0131096,"Grant town, Alabama",B01003_001,1667,499
0146696,"Margaret town, Alabama",B01003_001,5294,19
0127376,"Forkland town, Alabama",B01003_001,995,447
0118088,"Cowarts town, Alabama",B01003_001,2174,304
0161038,"Pleasant Groves town, Alabama",B01003_001,539,111
0173080,"Stevenson city, Alabama",B01003_001,2071,490
0113264,"Center Point city, Alabama",B01003_001,16279,35
0171190,"Smiths Station city, Alabama",B01003_001,5441,21
0137465,"Indian Springs Village city, Alabama",B01003_001,2341,375
0182848,"Wilsonville town, Alabama",B01003_001,1998,373
0115304,"Clayhatchee town, Alabama",B01003_001,427,132
0138416,"Jasper city, Alabama",B01003_001,14453,27
0140072,"Kinsey town, Alabama",B01003_001,2254,322
0114464,"Childersburg city, Alabama",B01003_001,4743,17
0173728,"Sulligent city, Alabama",B01003_001,1459,293
0114392,"Chickasaw city, Alabama",B01003_001,6398,26
0135560,"Holly Pond town, Alabama",B01003_001,761,187
0103028,"Attalla city, Alabama",B01003_001,5849,16
0132968,"Hanceville city, Alabama",B01003_001,3216,14
0143648,"Littleville town, Alabama",B01003_001,821,200
0129464,"Geneva city, Alabama",B01003_001,4235,22
0175096,"Taylor town, Alabama",B01003_001,2891,534
0176872,"Trinity town, Alabama",B01003_001,2510,28
0116000,"Coaling town, Alabama",B01003_001,2203,608
0178264,"Vance town, Alabama",B01003_001,1646,337
0102500,"Arley town, Alabama",B01003_001,569,242
